YrSold,HeatingQC,Street,YearRemodAdd,Heating,MasVnrType,BsmtUnfSF,Foundation,MasVnrArea,MSSubClass,ExterQual,Condition2,GarageCars,GarageType,OverallQual,TotalBsmtSF,BsmtFinSF1,HouseStyle,MiscFeature,MoSold
2006.0,Ex,Pave,1950.0,GasA,None,596.0,BrkTil,0.0,70.0,TA,Norm,2.0,Detchd,7.0,596.0,0.0,2Story,,10.0
2007.0,Ex,Pave,2005.0,GasA,None,847.0,PConc,0.0,60.0,Gd,Norm,2.0,BuiltIn,7.0,847.0,0.0,2Story,,7.0
2006.0,TA,Pave,1977.0,GasA,None,441.0,CBlock,0.0,20.0,Gd,Norm,2.0,Attchd,6.0,1208.0,767.0,1Story,,6.0
2007.0,TA,Pave,1958.0,GasW,BrkFace,414.0,CBlock,180.0,50.0,TA,Norm,1.0,Attchd,5.0,874.0,460.0,1.5Fin,,7.0
2010.0,Gd,Pave,2007.0,GasA,None,61.0,BrkTil,0.0,50.0,TA,Norm,1.0,Detchd,4.0,796.0,735.0,1.5Fin,,5.0
2008.0,Gd,Pave,1950.0,GasA,None,0.0,CBlock,0.0,20.0,TA,Norm,2.0,Detchd,5.0,0.0,0.0,1Story,,7.0
2009.0,Gd,Pave,1996.0,GasA,None,190.0,BrkTil,0.0,30.0,TA,Norm,1.0,Attchd,5.0,190.0,0.0,1Story,,12.0
2006.0,TA,Pave,1979.0,GasA,None,0.0,CBlock,0.0,90.0,TA,Norm,2.0,Detchd,5.0,943.0,943.0,SFoyer,,12.0
2008.0,Gd,Pave,2005.0,GasA,None,466.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,7.0,866.0,400.0,2Story,,2.0
2010.0,Ex,Pave,1999.0,GasA,BrkFace,1393.0,PConc,165.0,60.0,Gd,Norm,3.0,BuiltIn,9.0,1393.0,0.0,2Story,,5.0
2007.0,Ex,Pave,1958.0,GasA,None,456.0,CBlock,1.0,20.0,TA,Norm,1.0,Attchd,5.0,912.0,456.0,1Story,,7.0
2008.0,Gd,Pave,1956.0,GasA,None,0.0,PConc,0.0,20.0,TA,Norm,1.0,Detchd,5.0,0.0,0.0,1Story,,12.0
2008.0,Ex,Pave,1999.0,GasA,None,1139.0,PConc,0.0,120.0,Gd,Norm,2.0,Attchd,6.0,1405.0,266.0,1Story,,8.0
2006.0,Ex,Pave,2006.0,GasA,,690.0,PConc,,20.0,Ex,Norm,3.0,Attchd,10.0,2076.0,1386.0,1Story,,9.0
2007.0,Ex,Pave,1995.0,GasA,BrkFace,1198.0,PConc,513.0,60.0,Gd,Norm,3.0,Attchd,8.0,1318.0,56.0,2Story,,11.0
2007.0,Ex,Pave,1950.0,GasA,BrkFace,162.0,BrkTil,252.0,50.0,TA,Norm,1.0,Detchd,5.0,731.0,569.0,1.5Fin,,6.0
2007.0,Ex,Pave,2007.0,GasA,Stone,0.0,PConc,481.0,120.0,Gd,Norm,2.0,Attchd,8.0,1573.0,1573.0,1Story,,12.0
2007.0,Gd,Pave,2006.0,GasA,BrkCmn,747.0,CBlock,472.0,50.0,Gd,Norm,2.0,Attchd,6.0,1444.0,697.0,1.5Fin,Shed,6.0
2008.0,Gd,Pave,2000.0,GasA,None,1237.0,BrkTil,0.0,75.0,Ex,PosA,2.0,Detchd,10.0,1237.0,0.0,2.5Unf,,7.0
2007.0,Ex,Pave,2003.0,GasA,BrkFace,585.0,CBlock,74.0,80.0,TA,Norm,2.0,BuiltIn,6.0,585.0,0.0,SLvl,,1.0
2006.0,Ex,Pave,2000.0,GasA,BrkFace,125.0,PConc,244.0,20.0,Gd,Norm,2.0,Attchd,7.0,1525.0,1400.0,1Story,,9.0
2007.0,Ex,Pave,2007.0,GasA,BrkFace,1571.0,PConc,80.0,20.0,Gd,Norm,3.0,Attchd,8.0,1571.0,0.0,1Story,,12.0
2008.0,Gd,Pave,1950.0,GasA,None,796.0,CBlock,0.0,30.0,TA,Norm,0.0,,5.0,796.0,0.0,1Story,,5.0
2009.0,TA,Pave,1965.0,GasA,None,994.0,Stone,0.0,70.0,TA,Norm,1.0,Attchd,5.0,994.0,0.0,2Story,,12.0
2007.0,Gd,Pave,1992.0,GasA,BrkFace,384.0,PConc,76.0,80.0,Gd,Norm,2.0,Attchd,7.0,384.0,0.0,SLvl,,5.0
2006.0,Ex,Pave,2001.0,GasA,None,0.0,CBlock,0.0,80.0,TA,Norm,1.0,Attchd,4.0,648.0,648.0,SLvl,,5.0
2006.0,Ex,Pave,2005.0,GasA,None,732.0,PConc,0.0,60.0,Gd,Norm,2.0,BuiltIn,5.0,732.0,0.0,2Story,,7.0
2006.0,Fa,Pave,1999.0,GasA,BrkFace,0.0,CBlock,99.0,20.0,TA,Norm,2.0,Attchd,6.0,1040.0,663.0,1Story,,1.0
2007.0,Ex,Pave,2006.0,GasA,BrkFace,2153.0,PConc,772.0,60.0,Ex,Norm,3.0,BuiltIn,9.0,2153.0,0.0,2Story,,3.0
2009.0,Ex,Pave,1950.0,GasA,None,676.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,5.0,676.0,0.0,1.5Fin,,8.0
2009.0,Gd,Pave,1952.0,GasA,BrkFace,960.0,CBlock,360.0,90.0,TA,Norm,2.0,Detchd,5.0,960.0,0.0,2Story,,7.0
2008.0,TA,Pave,1963.0,GasA,None,247.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,5.0,1144.0,25.0,1Story,,8.0
2010.0,Gd,Pave,1980.0,GasA,None,0.0,CBlock,0.0,90.0,TA,Norm,2.0,Detchd,6.0,1056.0,1056.0,SFoyer,Shed,6.0
2006.0,Fa,Pave,1950.0,Grav,None,693.0,CBlock,0.0,30.0,TA,Norm,0.0,,4.0,693.0,0.0,1Story,,3.0
2006.0,Ex,Pave,1997.0,GasA,None,279.0,PConc,0.0,20.0,TA,Norm,2.0,Attchd,6.0,1479.0,1200.0,1Story,,7.0
2008.0,Ex,Pave,2005.0,GasA,Stone,221.0,PConc,174.0,120.0,Gd,Norm,2.0,Attchd,8.0,1594.0,1373.0,1Story,,1.0
2008.0,TA,Pave,1972.0,GasA,None,474.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,5.0,864.0,390.0,1Story,,5.0
2010.0,Ex,Pave,2008.0,GasA,Stone,488.0,PConc,36.0,20.0,Gd,Norm,2.0,Attchd,8.0,1566.0,1078.0,1Story,,4.0
2009.0,TA,Pave,1972.0,GasA,None,130.0,CBlock,0.0,60.0,TA,Norm,2.0,Attchd,6.0,723.0,593.0,2Story,,12.0
2009.0,TA,Pave,1950.0,GasA,None,628.0,CBlock,0.0,30.0,TA,Norm,2.0,Detchd,4.0,780.0,152.0,1.5Fin,,1.0
2007.0,Ex,Pave,2004.0,GasA,None,939.0,BrkTil,0.0,70.0,TA,Norm,1.0,Detchd,5.0,939.0,0.0,2Story,,5.0
2007.0,TA,Pave,1950.0,GasA,None,459.0,BrkTil,0.0,50.0,TA,Norm,1.0,Detchd,6.0,884.0,425.0,1.5Fin,,11.0
2007.0,Ex,Pave,1966.0,GasA,None,192.0,CBlock,0.0,20.0,TA,Norm,1.0,Attchd,5.0,955.0,763.0,1Story,,1.0
2006.0,Fa,Pave,1950.0,GasA,None,1007.0,BrkTil,0.0,30.0,TA,Norm,1.0,Detchd,3.0,1007.0,0.0,1Story,,5.0
2006.0,TA,Pave,1955.0,GasA,None,0.0,CBlock,0.0,190.0,TA,Norm,2.0,Attchd,5.0,1056.0,1056.0,1Story,,1.0
2006.0,Ex,Pave,2006.0,GasA,None,756.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,7.0,756.0,0.0,2Story,,3.0
2006.0,Ex,Pave,2006.0,GasA,BrkFace,1594.0,PConc,240.0,20.0,Gd,Norm,3.0,Attchd,7.0,1614.0,20.0,1Story,,7.0
2009.0,Ex,Pave,2009.0,GasA,BrkFace,2042.0,PConc,306.0,20.0,Ex,Norm,3.0,Attchd,8.0,2042.0,0.0,1Story,,8.0
2006.0,Ex,Pave,1968.0,GasA,None,1073.0,BrkTil,0.0,30.0,TA,Norm,1.0,Detchd,5.0,1073.0,0.0,1Story,,12.0
2008.0,TA,Pave,2001.0,GasA,None,295.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,5.0,672.0,336.0,1.5Fin,,1.0
2008.0,Ex,Pave,1970.0,GasA,None,340.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,6.0,1205.0,865.0,1Story,,5.0
2007.0,Ex,Pave,2002.0,GasA,None,180.0,BrkTil,0.0,30.0,TA,Norm,0.0,,4.0,528.0,348.0,1Story,,7.0
2006.0,Ex,Pave,1959.0,GasA,None,465.0,CBlock,0.0,20.0,TA,Norm,1.0,Attchd,5.0,1150.0,179.0,1Story,,5.0
2008.0,Ex,Pave,2005.0,GasA,None,728.0,PConc,0.0,60.0,TA,Norm,2.0,Attchd,6.0,728.0,0.0,2Story,,7.0
2008.0,Gd,Pave,2007.0,GasA,Stone,77.0,CBlock,210.0,85.0,Ex,Norm,2.0,Attchd,7.0,944.0,867.0,SFoyer,,7.0
2006.0,Ex,Pave,2006.0,GasA,None,750.0,PConc,0.0,60.0,TA,Norm,2.0,Attchd,6.0,750.0,0.0,2Story,,8.0
2006.0,TA,Pave,1953.0,GasA,BrkFace,324.0,CBlock,56.0,190.0,TA,Norm,1.0,Attchd,5.0,1165.0,841.0,1Story,,6.0
2008.0,Ex,Pave,2004.0,GasA,None,80.0,PConc,0.0,60.0,TA,Norm,2.0,Attchd,6.0,839.0,759.0,2Story,,4.0
2009.0,Ex,Pave,2008.0,GasA,Stone,168.0,PConc,154.0,60.0,Ex,Norm,3.0,Attchd,9.0,1104.0,936.0,2Story,,7.0
2010.0,Ex,Pave,2003.0,GasA,None,1560.0,PConc,0.0,20.0,Gd,Norm,2.0,Attchd,7.0,1560.0,0.0,1Story,,4.0
2007.0,Ex,Pave,1995.0,GasA,Stone,342.0,CBlock,224.0,70.0,TA,Norm,1.0,Attchd,5.0,728.0,386.0,2Story,,6.0
2009.0,TA,Pave,2002.0,GasA,None,115.0,CBlock,0.0,180.0,TA,Norm,1.0,Attchd,4.0,630.0,515.0,SFoyer,,5.0
2007.0,TA,Pave,1976.0,GasA,BrkFace,392.0,CBlock,174.0,20.0,TA,Norm,1.0,Attchd,6.0,1143.0,751.0,1Story,,5.0
2007.0,Ex,Pave,2006.0,GasA,BrkFace,1063.0,PConc,350.0,60.0,Gd,Norm,3.0,Attchd,7.0,1063.0,0.0,2Story,,8.0
2007.0,Gd,Pave,2000.0,GasA,None,560.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,4.0,560.0,0.0,2Story,,5.0
2007.0,Ex,Pave,2007.0,GasA,None,1120.0,PConc,0.0,60.0,Gd,Norm,2.0,BuiltIn,8.0,1184.0,64.0,2Story,,8.0
2008.0,Ex,Pave,2005.0,GasA,None,1026.0,PConc,0.0,60.0,Gd,Norm,3.0,Attchd,7.0,1026.0,0.0,2Story,,7.0
2009.0,Ex,Pave,2009.0,GasA,Stone,1468.0,PConc,72.0,20.0,Gd,Norm,3.0,Attchd,8.0,1468.0,0.0,1Story,,12.0
2009.0,TA,Pave,1977.0,GasA,None,0.0,CBlock,0.0,90.0,TA,Norm,2.0,Attchd,5.0,0.0,0.0,1.5Fin,,8.0
2008.0,Ex,Pave,1995.0,GasA,None,416.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,5.0,768.0,352.0,1.5Fin,,5.0
2009.0,Ex,Pave,2007.0,GasA,Stone,280.0,PConc,100.0,60.0,Gd,Norm,2.0,Attchd,7.0,1092.0,812.0,2Story,,10.0
2006.0,TA,Pave,1950.0,GasA,None,795.0,PConc,0.0,75.0,Gd,Norm,1.0,Detchd,4.0,795.0,0.0,2.5Fin,,3.0
2008.0,Ex,Pave,1950.0,GasA,None,1064.0,BrkTil,0.0,50.0,TA,Norm,1.0,Detchd,6.0,1064.0,0.0,1.5Fin,,3.0
2006.0,TA,Pave,1958.0,GasA,None,169.0,CBlock,0.0,20.0,TA,Norm,2.0,Detchd,5.0,864.0,521.0,1Story,,7.0
2006.0,Ex,Pave,1998.0,GasA,None,995.0,CBlock,0.0,20.0,Gd,Norm,2.0,Attchd,7.0,1208.0,213.0,1Story,Shed,5.0
2009.0,Gd,Pave,2007.0,GasA,BrkFace,321.0,CBlock,510.0,160.0,TA,Norm,1.0,Detchd,6.0,483.0,162.0,2Story,,5.0
2006.0,Ex,Pave,1990.0,GasA,BrkFace,245.0,PConc,293.0,60.0,Gd,Norm,2.0,Attchd,7.0,1210.0,965.0,2Story,,4.0
2009.0,TA,Pave,1970.0,GasA,None,0.0,CBlock,312.0,160.0,TA,Norm,2.0,Attchd,5.0,765.0,765.0,2Story,,5.0
2008.0,Ex,Pave,2002.0,GasA,None,1128.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,8.0,1128.0,0.0,2Story,,5.0
2006.0,Ex,Pave,2006.0,GasA,Stone,1249.0,PConc,370.0,60.0,TA,Norm,3.0,Attchd,9.0,1249.0,0.0,2Story,,9.0
2008.0,Ex,Pave,1957.0,GasA,None,619.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,4.0,907.0,288.0,1Story,,7.0
2009.0,TA,Pave,1976.0,GasA,None,289.0,CBlock,0.0,160.0,TA,Norm,2.0,Attchd,6.0,855.0,566.0,2Story,,7.0
2006.0,TA,Pave,1962.0,GasA,BrkFace,303.0,CBlock,120.0,90.0,TA,Norm,2.0,Attchd,5.0,1106.0,803.0,SLvl,,5.0
2007.0,TA,Pave,1971.0,GasA,None,536.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,4.0,858.0,322.0,1Story,,6.0
2007.0,Ex,Pave,1973.0,GasA,BrkFace,343.0,CBlock,1115.0,20.0,TA,Norm,2.0,Attchd,7.0,2223.0,1880.0,1Story,,2.0
2009.0,TA,Pave,1955.0,GasA,None,1005.0,CBlock,0.0,20.0,TA,Norm,2.0,Detchd,4.0,1005.0,0.0,1Story,,11.0
2008.0,Ex,Pave,1996.0,GasA,None,712.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,7.0,712.0,0.0,2Story,Shed,10.0
2008.0,Ex,Pave,1965.0,GasA,None,134.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,5.0,1040.0,906.0,1Story,,2.0
2010.0,TA,Pave,1960.0,GasA,BrkFace,571.0,CBlock,324.0,20.0,TA,Norm,2.0,Attchd,5.0,1268.0,697.0,1Story,,4.0
2007.0,Ex,Pave,2007.0,GasA,None,874.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,7.0,874.0,0.0,2Story,,8.0
2010.0,TA,Pave,1976.0,GasA,BrkFace,473.0,CBlock,335.0,80.0,TA,Norm,3.0,Attchd,6.0,1012.0,539.0,SLvl,,5.0
2008.0,Ex,Pave,2005.0,GasA,None,96.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,7.0,1385.0,226.0,1Story,,4.0
2009.0,Fa,Pave,1956.0,GasA,None,1436.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,6.0,1436.0,0.0,1Story,,11.0
2008.0,Ex,Pave,1995.0,GasA,BrkFace,413.0,PConc,660.0,20.0,Gd,Norm,3.0,Attchd,8.0,2109.0,1696.0,1Story,,8.0
2009.0,Ex,Pave,2002.0,GasA,BrkFace,785.0,PConc,110.0,20.0,Gd,Norm,2.0,Attchd,7.0,1573.0,788.0,1Story,,3.0
2010.0,Ex,Pave,2010.0,GasA,Stone,142.0,PConc,760.0,20.0,Ex,Norm,3.0,Attchd,9.0,2330.0,2188.0,1Story,,3.0
2009.0,Ex,Pave,1998.0,GasA,BrkFace,318.0,PConc,573.0,60.0,TA,Norm,2.0,Attchd,7.0,1057.0,739.0,2Story,,2.0
2008.0,Ex,Pave,1997.0,GasA,None,288.0,PConc,0.0,120.0,TA,Norm,2.0,Attchd,6.0,1291.0,1003.0,1Story,,11.0
2010.0,Gd,Pave,2008.0,GasA,None,162.0,CBlock,0.0,20.0,TA,Norm,0.0,,5.0,858.0,696.0,1Story,,2.0
2009.0,TA,Pave,1950.0,GasA,None,356.0,BrkTil,0.0,50.0,TA,Norm,1.0,Detchd,6.0,560.0,204.0,1.5Fin,,10.0
2009.0,TA,Pave,1950.0,GasA,None,0.0,CBlock,0.0,30.0,TA,Norm,1.0,Detchd,2.0,290.0,290.0,1Story,,1.0
2006.0,TA,Pave,1978.0,GasA,BrkFace,463.0,CBlock,203.0,60.0,TA,Norm,2.0,Attchd,6.0,672.0,209.0,2Story,,3.0
2007.0,Ex,Pave,1950.0,GasA,None,920.0,PConc,0.0,30.0,TA,Norm,1.0,Basment,5.0,920.0,0.0,1Story,,6.0
2009.0,TA,Pave,1964.0,GasA,BrkFace,563.0,CBlock,115.0,80.0,TA,Norm,2.0,Attchd,6.0,1127.0,564.0,SLvl,,8.0
2008.0,Ex,Pave,2005.0,GasA,BrkFace,88.0,PConc,80.0,180.0,TA,Norm,2.0,Basment,6.0,547.0,459.0,SLvl,,6.0
2010.0,TA,Pave,1965.0,GasA,None,0.0,CBlock,0.0,90.0,TA,Norm,0.0,,5.0,0.0,0.0,1Story,,5.0
2009.0,Gd,Pave,1994.0,GasA,None,844.0,BrkTil,0.0,75.0,TA,Norm,2.0,Detchd,6.0,844.0,0.0,2.5Unf,,7.0
2007.0,TA,Pave,1998.0,GasA,None,537.0,PConc,0.0,70.0,TA,Norm,2.0,Basment,8.0,965.0,428.0,2Story,,9.0
2010.0,TA,Pave,1971.0,GasA,None,912.0,CBlock,0.0,90.0,TA,Norm,0.0,,6.0,912.0,0.0,2Story,,4.0
2007.0,Ex,Pave,1997.0,GasA,BrkFace,130.0,PConc,42.0,60.0,Gd,Norm,2.0,Attchd,6.0,872.0,742.0,2Story,,7.0
2008.0,Ex,Pave,2008.0,GasA,BrkFace,317.0,CBlock,300.0,20.0,TA,Norm,2.0,Detchd,5.0,912.0,595.0,1Story,,12.0
2008.0,Ex,Pave,1989.0,GasA,BrkFace,678.0,CBlock,219.0,80.0,Gd,Norm,2.0,Attchd,6.0,1461.0,783.0,SLvl,,8.0
2009.0,Ex,Pave,1990.0,GasA,None,712.0,BrkTil,0.0,50.0,TA,Norm,1.0,Detchd,6.0,976.0,264.0,1.5Fin,,10.0
2006.0,Ex,Pave,2006.0,GasA,None,1288.0,PConc,0.0,20.0,Gd,Norm,2.0,Attchd,6.0,1316.0,28.0,1Story,,10.0
2006.0,TA,Pave,1950.0,GasA,None,279.0,BrkTil,0.0,30.0,TA,Norm,1.0,Detchd,5.0,768.0,489.0,1Story,Shed,7.0
2007.0,Fa,Pave,1950.0,GasA,None,444.0,BrkTil,0.0,50.0,TA,Norm,1.0,Detchd,5.0,756.0,312.0,1.5Fin,,4.0
2007.0,Ex,Pave,2006.0,GasA,Stone,1560.0,PConc,208.0,20.0,Gd,Norm,3.0,Attchd,8.0,1623.0,63.0,1Story,,6.0
2007.0,Ex,Pave,2003.0,GasA,None,660.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,7.0,660.0,0.0,2Story,,8.0
2009.0,TA,Pave,1967.0,GasA,None,0.0,PConc,0.0,60.0,TA,Norm,2.0,Attchd,5.0,1013.0,249.0,2Story,,6.0
2008.0,Gd,Pave,1963.0,GasA,BrkFace,344.0,CBlock,148.0,20.0,TA,Norm,2.0,Attchd,5.0,1120.0,776.0,1Story,,12.0
2009.0,TA,Pave,2000.0,GasA,None,132.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,5.0,992.0,860.0,1Story,,5.0
2009.0,TA,Pave,2008.0,GasA,None,546.0,CBlock,0.0,160.0,TA,Norm,0.0,,4.0,546.0,0.0,2Story,,5.0
2007.0,Ex,Pave,1998.0,GasA,None,718.0,BrkTil,0.0,70.0,TA,Norm,2.0,Detchd,7.0,718.0,0.0,2Story,,7.0
2007.0,TA,Pave,2003.0,GasA,None,625.0,CBlock,0.0,45.0,TA,Norm,2.0,Detchd,5.0,845.0,220.0,1.5Unf,,5.0
2008.0,Ex,Pave,2007.0,GasA,Stone,894.0,PConc,74.0,60.0,Gd,Norm,3.0,BuiltIn,6.0,894.0,0.0,2Story,,1.0
2007.0,TA,Pave,1973.0,GasA,BrkFace,316.0,CBlock,285.0,160.0,TA,Norm,1.0,Detchd,6.0,672.0,356.0,2Story,,5.0
2007.0,TA,Pave,1977.0,GasA,None,808.0,CBlock,0.0,60.0,TA,Norm,2.0,Attchd,7.0,808.0,0.0,2Story,,11.0
2007.0,Ex,Pave,1996.0,GasA,BrkFace,141.0,PConc,438.0,60.0,Gd,Norm,2.0,Attchd,8.0,1220.0,1079.0,2Story,,12.0
2007.0,Gd,Pave,1971.0,GasA,None,486.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,5.0,1484.0,998.0,1Story,,2.0
2008.0,TA,Pave,1973.0,GasA,BrkFace,1656.0,CBlock,564.0,90.0,TA,Norm,2.0,Detchd,5.0,1656.0,0.0,1Story,,11.0
2009.0,TA,Pave,2004.0,GasA,None,350.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,6.0,818.0,468.0,1.5Fin,,12.0
2009.0,Ex,Pave,2000.0,GasA,BrkFace,297.0,PConc,40.0,60.0,Gd,Norm,2.0,BuiltIn,6.0,992.0,695.0,2Story,,7.0
2007.0,Ex,Pave,2001.0,GasA,None,832.0,BrkTil,0.0,45.0,TA,Norm,2.0,Detchd,7.0,832.0,0.0,1.5Unf,,7.0
2010.0,TA,Pave,1973.0,GasA,None,212.0,CBlock,0.0,160.0,TA,Norm,1.0,Attchd,4.0,546.0,334.0,2Story,,5.0
2009.0,TA,Pave,1989.0,GasA,None,1072.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,5.0,1268.0,196.0,1Story,,10.0
2009.0,Ex,Pave,1996.0,GasA,None,70.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,7.0,799.0,385.0,2Story,,4.0
2010.0,Ex,Pave,2003.0,GasA,BrkFace,315.0,PConc,171.0,20.0,Gd,Norm,2.0,Attchd,8.0,1657.0,370.0,1Story,,5.0
2008.0,Ex,Pave,1998.0,GasA,BrkFace,484.0,PConc,215.0,20.0,TA,Norm,2.0,Attchd,6.0,1478.0,994.0,1Story,,4.0
2007.0,Ex,Pave,1950.0,GasA,None,932.0,CBlock,0.0,20.0,TA,Norm,1.0,Attchd,6.0,932.0,0.0,1Story,,11.0
2007.0,TA,Pave,1970.0,GasA,None,499.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,7.0,1277.0,778.0,1Story,,4.0
2007.0,Ex,Pave,2004.0,GasA,None,230.0,PConc,0.0,20.0,Gd,Norm,3.0,Attchd,7.0,1530.0,1300.0,1Story,,11.0
2007.0,TA,Pave,1983.0,GasA,None,193.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,5.0,1024.0,457.0,1Story,,6.0
2009.0,TA,Pave,1982.0,GasA,None,168.0,CBlock,0.0,85.0,TA,Norm,2.0,Detchd,5.0,840.0,672.0,SFoyer,,7.0
2009.0,Ex,Pave,2008.0,GasA,Stone,410.0,PConc,166.0,120.0,Gd,Norm,2.0,Attchd,7.0,1314.0,904.0,1Story,,7.0
2006.0,Ex,Pave,2006.0,GasA,None,927.0,PConc,0.0,60.0,Gd,Norm,3.0,Attchd,7.0,1391.0,464.0,2Story,,8.0
2008.0,Ex,Pave,2005.0,GasA,None,64.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,7.0,788.0,724.0,2Story,,2.0
2010.0,Ex,Pave,2004.0,GasA,BrkFace,186.0,PConc,169.0,120.0,Gd,Norm,2.0,Attchd,6.0,848.0,662.0,1Story,,5.0
2008.0,Ex,Pave,1997.0,GasA,None,672.0,PConc,0.0,30.0,TA,Norm,1.0,Detchd,5.0,672.0,0.0,1Story,,8.0
2010.0,Ex,Pave,2006.0,GasA,None,877.0,Stone,0.0,70.0,Ex,Norm,1.0,Attchd,7.0,1152.0,275.0,2Story,Shed,5.0
2009.0,Ex,Pave,1987.0,GasA,None,660.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,5.0,660.0,0.0,1.5Fin,,8.0
2007.0,Gd,Pave,2004.0,GasA,BrkFace,99.0,CBlock,138.0,60.0,TA,Norm,2.0,Attchd,7.0,725.0,626.0,2Story,,6.0
2010.0,Ex,Pave,2009.0,GasA,None,1226.0,PConc,0.0,20.0,TA,Norm,3.0,Attchd,7.0,1226.0,0.0,1Story,,5.0
2007.0,Gd,Pave,2007.0,GasA,BrkFace,264.0,CBlock,157.0,60.0,TA,Norm,2.0,Attchd,6.0,832.0,568.0,2Story,,7.0
2006.0,Ex,Pave,2004.0,GasA,None,217.0,PConc,0.0,20.0,TA,Norm,2.0,Detchd,6.0,1158.0,941.0,1Story,,5.0
2009.0,Ex,Pave,1966.0,GasA,BrkFace,184.0,CBlock,200.0,20.0,TA,Norm,2.0,Attchd,5.0,1154.0,740.0,1Story,,11.0
2008.0,Ex,Pave,1999.0,GasA,None,880.0,PConc,0.0,60.0,TA,Norm,2.0,Attchd,7.0,880.0,0.0,2Story,,7.0
2008.0,Gd,Pave,1996.0,GasA,None,554.0,PConc,0.0,60.0,TA,Norm,2.0,Attchd,6.0,773.0,219.0,2Story,,6.0
2009.0,Ex,Pave,2003.0,GasA,None,0.0,CBlock,0.0,20.0,TA,Norm,2.0,Detchd,4.0,0.0,0.0,1Story,,5.0
2008.0,TA,Pave,1955.0,GasA,None,816.0,PConc,0.0,50.0,TA,Norm,1.0,Attchd,5.0,816.0,0.0,1.5Fin,,4.0
2008.0,Ex,Pave,1997.0,GasA,BrkFace,536.0,CBlock,632.0,50.0,TA,Norm,3.0,BuiltIn,8.0,728.0,192.0,1.5Fin,,5.0
2006.0,TA,Pave,1973.0,GasA,BrkFace,174.0,CBlock,408.0,160.0,TA,Norm,1.0,Detchd,6.0,483.0,309.0,2Story,,6.0
2008.0,Gd,Pave,1999.0,GasA,None,112.0,BrkTil,0.0,190.0,TA,Norm,0.0,,5.0,644.0,351.0,1.5Fin,,9.0
2008.0,Ex,Pave,2007.0,GasA,None,160.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,7.0,585.0,425.0,1Story,,11.0
2008.0,Gd,Pave,1999.0,GasA,BrkFace,195.0,PConc,360.0,160.0,TA,Norm,2.0,Detchd,7.0,744.0,549.0,2Story,,8.0
2007.0,Ex,Pave,2007.0,GasA,BrkFace,626.0,PConc,304.0,20.0,Gd,Norm,3.0,Attchd,8.0,1976.0,1350.0,1Story,,7.0
2008.0,Ex,Pave,2007.0,GasA,Stone,1530.0,PConc,468.0,20.0,TA,Norm,3.0,Attchd,8.0,1563.0,33.0,1Story,,10.0
2008.0,TA,Pave,1950.0,GasA,None,572.0,PConc,0.0,50.0,TA,Norm,1.0,Detchd,7.0,572.0,0.0,1.5Fin,,8.0
2008.0,TA,Pave,2000.0,GasA,None,776.0,BrkTil,0.0,70.0,TA,Norm,1.0,Attchd,7.0,776.0,0.0,2Story,,2.0
2009.0,Ex,Pave,1955.0,GasA,None,0.0,Slab,0.0,20.0,TA,Norm,2.0,Attchd,3.0,0.0,0.0,1Story,,6.0
2006.0,Ex,Pave,2006.0,GasA,BrkFace,438.0,PConc,870.0,60.0,Ex,Norm,3.0,Attchd,9.0,1848.0,1410.0,2Story,,4.0
2009.0,TA,Pave,1972.0,GasA,BrkFace,399.0,CBlock,268.0,160.0,TA,Norm,1.0,Detchd,5.0,630.0,231.0,2Story,,2.0
2010.0,TA,Pave,1979.0,GasA,None,74.0,PConc,0.0,40.0,Gd,Norm,2.0,Attchd,7.0,1332.0,1258.0,1Story,,4.0
